time,open,high,low,close,buy_money,sell_money,money
2017-01-01 00:00:00,968.49,1009.87,960.9,1001.15,10275189.0,10017165.0,258024.0
2017-01-02 00:00:00,1001.15,1035.0,996.54,1022.76,17626674.0,19386547.0,-1759873.0
2017-01-03 00:00:00,1022.59,1040.66,1003.0,1036.9,11128493.0,10394111.0,734382.0
2017-01-04 00:00:00,1037.29,1177.9,1036.49,1152.0,30946778.0,28998490.0,1948288.0
2017-01-05 00:00:00,1154.06,1180.45,876.08,1005.33,41737538.0,51518501.0,-9780963.0
2017-01-06 00:00:00,1005.17,1029.24,841.75,895.85,25265587.0,29365932.0,-4100345.0
2017-01-07 00:00:00,895.9,912.72,805.03,908.22,17003034.0,17469306.0,-466272.0
2017-01-08 00:00:00,907.35,939.33,877.58,909.25,12333109.0,12799545.0,-466436.0
2017-01-09 00:00:00,908.82,911.04,860.21,895.46,8189483.0,8935708.0,-746225.0
2017-01-10 00:00:00,897.0,916.99,893.38,904.0,5612255.0,5142165.0,470090.0
2017-01-11 00:00:00,904.14,918.9,725.44,764.2,18812283.0,21842448.0,-3030165.0
2017-01-12 00:00:00,764.24,819.87,724.0,789.37,10976644.0,10981752.0,-5108.0
2017-01-13 00:00:00,791.87,831.11,752.91,822.3,8992161.0,7693623.0,1298538.0
2017-01-14 00:00:00,822.36,836.1,796.07,808.9,5759281.0,6614749.0,-855468.0
2017-01-15 00:00:00,808.9,819.0,800.86,816.54,4120425.0,3786649.0,333776.0
2017-01-16 00:00:00,816.54,834.99,811.56,824.03,4688369.0,4898391.0,-210022.0
2017-01-17 00:00:00,824.0,912.63,822.98,903.71,11607720.0,9684419.0,1923301.0
2017-01-18 00:00:00,904.52,915.0,830.0,880.0,9392443.0,11471659.0,-2079216.0
2017-01-19 00:00:00,880.05,905.6,874.16,893.0,6950581.0,6375700.0,574881.0
2017-01-20 00:00:00,893.89,897.46,877.1,890.59,4499600.0,4521436.0,-21836.0
2017-01-21 00:00:00,890.86,928.0,888.05,917.4,5403735.0,5441693.0,-37958.0
2017-01-22 00:00:00,917.36,935.56,878.55,921.54,8312390.0,9366761.0,-1054371.0
2017-01-23 00:00:00,921.91,928.0,905.63,910.22,4681330.0,4837683.0,-156353.0
2017-01-24 00:00:00,910.22,927.54,878.47,883.18,7884252.0,9292329.0,-1408077.0
2017-01-25 00:00:00,883.06,903.06,882.5,894.19,4556074.0,3728387.0,827687.0
2017-01-26 00:00:00,894.17,918.04,892.24,913.26,3823070.0,3045124.0,777946.0
2017-01-27 00:00:00,913.5,921.3,904.0,915.7,6309434.0,5654287.0,655147.0
2017-01-28 00:00:00,916.24,921.0,915.19,917.9,1374866.0,1451541.0,-76675.0
2017-01-29 00:00:00,917.9,920.02,911.04,912.71,1040103.0,1652179.0,-612076.0
2017-01-30 00:00:00,912.72,920.3,910.01,916.26,1439374.0,1530045.0,-90671.0
2017-01-31 00:00:00,916.36,973.95,916.36,969.15,8753543.0,5476990.0,3276553.0
2017-02-01 00:00:00,969.14,989.0,960.92,985.3,4543014.0,4773691.0,-230677.0
2017-02-02 00:00:00,985.3,1014.84,968.89,1008.0,10063195.0,8741717.0,1321478.0
2017-02-03 00:00:00,1008.0,1027.01,985.75,1017.73,11233269.0,11085256.0,148013.0
2017-02-04 00:00:00,1017.98,1046.67,1003.0,1035.09,12316315.0,12224702.0,91613.0
2017-02-05 00:00:00,1035.82,1037.38,1005.43,1014.83,9580320.0,10732203.0,-1151883.0
2017-02-06 00:00:00,1014.77,1033.0,1012.75,1025.0,3713436.0,3498179.0,215257.0
2017-02-07 00:00:00,1024.99,1057.52,1024.72,1054.37,8544916.0,6725332.0,1819584.0
2017-02-08 00:00:00,1054.1,1072.78,994.8,1052.62,17764207.0,18073917.0,-309710.0
2017-02-09 00:00:00,1052.59,1081.05,927.72,984.02,28126157.0,30806654.0,-2680497.0
2017-02-10 00:00:00,984.34,1003.0,934.5,988.11,15252075.0,14901921.0,350154.0
2017-02-11 00:00:00,988.12,1010.95,978.01,1003.0,7523431.0,7785483.0,-262052.0
2017-02-12 00:00:00,1003.01,1006.53,992.23,995.09,3271587.0,3581092.0,-309505.0
2017-02-13 00:00:00,995.01,1002.97,956.13,990.95,7944035.0,7761604.0,182431.0
2017-02-14 00:00:00,990.96,1021.79,975.0,1008.5,9108447.0,7583446.0,1525001.0
2017-02-15 00:00:00,1008.1,1012.0,994.01,1006.7,3042941.0,2797519.0,245422.0
2017-02-16 00:00:00,1006.7,1044.48,1006.51,1035.65,8695614.0,7928427.0,767187.0
2017-02-17 00:00:00,1035.2,1057.5,1026.3,1050.1,11236923.0,10485439.0,751484.0
2017-02-18 00:00:00,1050.01,1067.86,1022.05,1056.02,9456446.0,9842234.0,-385788.0
2017-02-19 00:00:00,1056.01,1058.16,1037.59,1050.44,5521157.0,6587573.0,-1066416.0
2017-02-20 00:00:00,1050.42,1094.7,1042.0,1085.07,9137238.0,7371977.0,1765261.0
2017-02-21 00:00:00,1085.11,1127.8,1068.21,1123.18,20971693.0,20771357.0,200336.0
2017-02-22 00:00:00,1122.54,1128.9,1100.0,1114.27,15818044.0,16036336.0,-218292.0
2017-02-23 00:00:00,1114.7,1193.23,1110.39,1183.55,26140324.0,20482110.0,5658214.0
2017-02-24 00:00:00,1184.85,1220.16,1030.0,1172.42,37240010.0,40554199.0,-3314189.0
2017-02-25 00:00:00,1172.01,1183.33,1125.0,1151.03,13440722.0,14509175.0,-1068453.0
2017-02-26 00:00:00,1150.4,1185.01,1130.58,1177.0,10955323.0,10217317.0,738006.0
2017-02-27 00:00:00,1177.3,1197.99,1165.95,1194.87,10732121.0,11071765.0,-339644.0
2017-02-28 00:00:00,1194.48,1212.66,1152.27,1187.31,14859450.0,16525406.0,-1665956.0
2017-03-01 00:00:00,1187.35,1234.19,1182.4,1234.19,13130951.0,11938064.0,1192887.0
2017-03-02 00:00:00,1233.8,1279.0,1200.0,1257.65,20310861.0,21107781.0,-796920.0
2017-03-03 00:00:00,1257.52,1297.0,1256.3,1291.0,19947081.0,19484050.0,463031.0
2017-03-04 00:00:00,1291.08,1292.76,1235.01,1266.54,16251702.0,19788966.0,-3537264.0
2017-03-05 00:00:00,1266.35,1278.52,1238.01,1277.81,10090429.0,9737199.0,353230.0
2017-03-06 00:00:00,1278.06,1284.9,1263.0,1279.79,10588293.0,10224431.0,363862.0
2017-03-07 00:00:00,1279.79,1281.0,1166.0,1231.99,25775823.0,29544044.0,-3768221.0
2017-03-08 00:00:00,1232.8,1239.97,1143.44,1151.59,39436132.0,43020497.0,-3584365.0
2017-03-09 00:00:00,1151.63,1206.0,1135.0,1189.87,24561008.0,23142129.0,1418879.0
2017-03-10 00:00:00,1190.29,1337.58,966.0,1119.08,50211075.0,55223186.0,-5012111.0
2017-03-11 00:00:00,1119.93,1200.47,1107.88,1181.68,17019245.0,16151142.0,868103.0
2017-03-12 00:00:00,1181.55,1236.88,1175.38,1227.04,13188067.0,10962804.0,2225263.0
2017-03-13 00:00:00,1227.03,1249.27,1212.76,1243.26,12699196.0,12025296.0,673900.0
2017-03-14 00:00:00,1243.25,1263.35,1225.45,1246.62,9002476.0,8943742.0,58734.0
2017-03-15 00:00:00,1246.75,1264.84,1242.51,1260.28,7629865.0,6732607.0,897258.0
2017-03-16 00:00:00,1260.27,1260.27,1134.54,1174.0,23928997.0,27309299.0,-3380302.0
2017-03-17 00:00:00,1173.45,1173.51,1065.0,1068.98,42391540.0,46697450.0,-4305910.0
2017-03-18 00:00:00,1068.98,1099.64,936.0,970.0,58702666.0,61741329.0,-3038663.0
2017-03-19 00:00:00,970.0,1066.33,969.78,1018.82,23484536.0,19426011.0,4058525.0
2017-03-20 00:00:00,1018.37,1053.95,1014.74,1037.99,11166860.0,11770938.0,-604078.0
2017-03-21 00:00:00,1038.0,1120.0,1037.99,1111.78,19379940.0,19273906.0,106034.0
2017-03-22 00:00:00,1112.45,1112.82,989.0,1036.31,32842726.0,32070399.0,772327.0
2017-03-23 00:00:00,1037.38,1052.62,1015.43,1031.01,9790890.0,10317376.0,-526486.0
2017-03-24 00:00:00,1030.02,1032.94,921.2,936.0,31998797.0,32953001.0,-954204.0
2017-03-25 00:00:00,935.69,971.98,889.88,965.08,31808637.0,29505787.0,2302850.0
2017-03-26 00:00:00,965.09,1005.07,944.24,964.71,23294573.0,23814228.0,-519655.0
2017-03-27 00:00:00,964.94,1042.96,956.76,1038.84,16957613.0,16216206.0,741407.0
2017-03-28 00:00:00,1038.84,1065.98,1017.72,1042.37,14370997.0,15107073.0,-736076.0
2017-03-29 00:00:00,1042.37,1061.98,1008.02,1041.31,17250173.0,16655249.0,594924.0
2017-03-30 00:00:00,1041.2,1055.46,1019.8,1034.35,7714362.0,7598877.0,115485.0
2017-03-31 00:00:00,1034.35,1095.8,1034.35,1079.9,17120526.0,13852754.0,3267772.0
2017-04-01 00:00:00,1079.8,1104.7,1065.0,1090.7,10123231.0,9153924.0,969307.0
2017-04-02 00:00:00,1090.6,1111.1,1075.9,1098.6,8229779.0,8452453.0,-222674.0
2017-04-03 00:00:00,1098.6,1155.4,1098.5,1145.7,16316893.0,15196142.0,1120751.0
2017-04-04 00:00:00,1145.6,1160.9,1122.2,1142.9,10273247.0,10714164.0,-440917.0
2017-04-05 00:00:00,1142.9,1145.0,1107.0,1135.0,9666331.0,9716607.0,-50276.0
2017-04-06 00:00:00,1134.9,1201.6,1134.3,1188.1,15416341.0,12769988.0,2646353.0
2017-04-07 00:00:00,1188.0,1204.9,1173.2,1191.9,12315368.0,12564283.0,-248915.0
2017-04-08 00:00:00,1191.8,1198.5,1167.4,1183.8,7194064.0,7865195.0,-671131.0
2017-04-09 00:00:00,1183.9,1227.1,1176.9,1211.2,10573476.0,8158606.0,2414870.0
2017-04-10 00:00:00,1211.3,1224.1,1201.1,1213.6,7284413.0,8774506.0,-1490093.0
2017-04-11 00:00:00,1213.6,1238.5,1201.6,1224.0,8817930.0,9090251.0,-272321.0
2017-04-12 00:00:00,1224.5,1228.3,1213.7,1217.1,6003831.0,6496916.0,-493085.0
2017-04-13 00:00:00,1217.1,1225.1,1128.0,1177.9,16126168.0,19512007.0,-3385839.0
2017-04-14 00:00:00,1177.5,1201.0,1173.7,1187.8,9538615.0,8624283.0,914332.0
2017-04-15 00:00:00,1187.9,1203.8,1125.0,1179.5,5393285.0,7059729.0,-1666444.0
2017-04-16 00:00:00,1179.5,1198.6,1174.8,1193.0,3696252.0,3609634.0,86618.0
2017-04-17 00:00:00,1193.4,1225.0,1186.7,1197.0,9225932.0,8983526.0,242406.0
2017-04-18 00:00:00,1197.2,1221.1,1197.1,1209.3,5600874.0,5699248.0,-98374.0
2017-04-19 00:00:00,1209.2,1216.8,1196.7,1209.6,5606260.0,6041196.0,-434936.0
2017-04-20 00:00:00,1210.1,1248.3,1210.0,1239.0,10348956.0,8610951.0,1738005.0
2017-04-21 00:00:00,1239.0,1257.5,1237.8,1249.3,7069318.0,7352097.0,-282779.0
2017-04-22 00:00:00,1249.3,1255.0,1210.0,1243.0,9311823.0,10551927.0,-1240104.0
2017-04-23 00:00:00,1243.0,1251.1,1230.6,1246.9,3821443.0,3422090.0,399353.0
2017-04-24 00:00:00,1246.9,1258.5,1238.9,1255.5,3279164.0,3127992.0,151172.0
2017-04-25 00:00:00,1255.4,1290.4,1254.4,1277.9,7833601.0,6174197.0,1659404.0
2017-04-26 00:00:00,1277.9,1316.7,1274.7,1296.4,11544170.0,11935518.0,-391348.0
2017-04-27 00:00:00,1296.5,1357.0,1291.7,1344.3,12956925.0,10779873.0,2177052.0
2017-04-28 00:00:00,1344.2,1362.2,1298.0,1339.7,15178294.0,17116148.0,-1937854.0
2017-04-29 00:00:00,1340.1,1356.1,1329.8,1347.4,7191475.0,6871903.0,319572.0
2017-04-30 00:00:00,1347.3,1374.6,1330.0,1366.6,9397373.0,7922786.0,1474587.0
2017-05-01 00:00:00,1366.3,1449.7,1366.0,1422.3,18578814.0,16916651.0,1662163.0
2017-05-02 00:00:00,1422.3,1486.0,1408.3,1460.6,21272874.0,20744614.0,528260.0
2017-05-03 00:00:00,1460.1,1518.3,1446.0,1517.3,20981905.0,19360022.0,1621883.0
2017-05-04 00:00:00,1517.3,1658.0,1441.5,1551.0,55853092.0,52897883.0,2955209.0
2017-05-05 00:00:00,1550.2,1627.0,1499.0,1529.6,41523155.0,42110821.0,-587666.0
2017-05-06 00:00:00,1529.7,1586.5,1522.4,1572.1,17053159.0,15666133.0,1387026.0
2017-05-07 00:00:00,1572.0,1604.1,1541.2,1590.0,12300375.0,10726993.0,1573382.0
2017-05-08 00:00:00,1590.0,1681.9,1589.9,1680.1,21184544.0,16844298.0,4340246.0
2017-05-09 00:00:00,1680.4,1791.2,1636.0,1729.9,42607973.0,41296490.0,1311483.0
2017-05-10 00:00:00,1730.0,1797.0,1691.3,1783.2,19970904.0,21554162.0,-1583258.0
2017-05-11 00:00:00,1783.2,1890.0,1752.0,1835.7,36551691.0,36155227.0,396464.0
2017-05-12 00:00:00,1837.1,1841.1,1650.0,1692.3,47998464.0,51654208.0,-3655744.0
2017-05-13 00:00:00,1692.3,1787.8,1598.4,1787.0,41420177.0,39710250.0,1709927.0
2017-05-14 00:00:00,1787.0,1824.0,1756.9,1804.2,23056730.0,20978448.0,2078282.0
2017-05-15 00:00:00,1804.1,1804.1,1685.8,1740.8,28523370.0,29684978.0,-1161608.0
2017-05-16 00:00:00,1739.0,1768.0,1676.6,1746.0,16044022.0,16744764.0,-700742.0
2017-05-17 00:00:00,1744.8,1848.1,1719.2,1813.4,24883463.0,21383467.0,3499996.0
2017-05-18 00:00:00,1816.5,1905.7,1808.4,1894.1,18956781.0,16282798.0,2673983.0
2017-05-19 00:00:00,1894.1,1972.6,1894.1,1960.0,23704275.0,25392869.0,-1688594.0
2017-05-20 00:00:00,1960.1,2067.8,1955.0,2053.8,23398181.0,18411900.0,4986281.0
2017-05-21 00:00:00,2053.8,2090.0,1970.2,2041.2,31320172.0,33027016.0,-1706844.0
2017-05-22 00:00:00,2041.2,2270.0,1990.1,2105.0,64256461.0,60491000.0,3765461.0
2017-05-23 00:00:00,2105.0,2279.5,2097.2,2268.1,43357363.0,40919268.0,2438095.0
2017-05-24 00:00:00,2268.6,2494.6,2268.5,2431.6,57196521.0,56106289.0,1090232.0
2017-05-25 00:00:00,2429.8,2811.0,2181.2,2306.3,124859834.0,133961021.0,-9101187.0
2017-05-26 00:00:00,2307.0,2624.2,2055.0,2273.7,110276992.0,106968542.0,3308450.0
2017-05-27 00:00:00,2273.7,2349.5,1900.0,2089.9,84924120.0,86742409.0,-1818289.0
2017-05-28 00:00:00,2089.9,2326.0,2088.2,2210.9,54282495.0,52600786.0,1681709.0
2017-05-29 00:00:00,2212.1,2373.5,2128.3,2309.6,38727778.0,36017380.0,2710398.0
2017-05-30 00:00:00,2310.2,2360.0,2122.4,2191.4,32375179.0,34925872.0,-2550693.0
2017-05-31 00:00:00,2191.0,2340.0,2155.0,2304.1,27308980.0,25750307.0,1558673.0
2017-06-01 00:00:00,2304.0,2465.7,2302.0,2416.8,29056989.0,28222436.0,834553.0
2017-06-02 00:00:00,2416.8,2501.2,2376.0,2497.9,21479443.0,19817995.0,1661448.0
2017-06-03 00:00:00,2498.0,2582.5,2450.0,2543.4,27513143.0,27233195.0,279948.0
2017-06-04 00:00:00,2543.5,2569.4,2464.2,2529.3,21518570.0,22289505.0,-770935.0
2017-06-05 00:00:00,2529.4,2723.4,2523.3,2715.4,28331239.0,24479480.0,3851759.0
2017-06-06 00:00:00,2715.4,2955.0,2703.2,2897.9,74268341.0,72762352.0,1505989.0
2017-06-07 00:00:00,2897.9,2914.1,2610.0,2667.6,47725230.0,55627429.0,-7902199.0
2017-06-08 00:00:00,2667.6,2827.2,2589.0,2817.7,35577347.0,33241686.0,2335661.0
2017-06-09 00:00:00,2817.5,2866.8,2788.3,2817.2,23405569.0,23171669.0,233900.0
2017-06-10 00:00:00,2817.1,2930.5,2803.0,2922.0,27772033.0,24514145.0,3257888.0
2017-06-11 00:00:00,2923.4,3017.0,2879.9,2994.8,24992973.0,23313951.0,1679022.0
2017-06-12 00:00:00,2994.9,3006.9,2470.0,2656.5,92183014.0,95056889.0,-2873875.0
2017-06-13 00:00:00,2656.9,2790.3,2635.1,2702.6,32388060.0,31525592.0,862468.0
2017-06-14 00:00:00,2702.6,2798.9,2320.0,2432.9,67307771.0,72675220.0,-5367449.0
2017-06-15 00:00:00,2430.8,2501.3,2095.5,2410.7,89086600.0,90163776.0,-1077176.0
2017-06-16 00:00:00,2410.6,2518.6,2290.0,2471.0,41117609.0,42177363.0,-1059754.0
2017-06-17 00:00:00,2470.1,2678.1,2406.8,2626.3,35106222.0,31897173.0,3209049.0
2017-06-18 00:00:00,2630.2,2677.1,2457.0,2525.0,38963683.0,37545133.0,1418550.0
2017-06-19 00:00:00,2518.9,2600.8,2485.2,2598.8,22256833.0,19832906.0,2423927.0
2017-06-20 00:00:00,2598.8,2802.5,2580.0,2736.8,32384063.0,30094058.0,2290005.0
2017-06-21 00:00:00,2737.1,2788.9,2595.0,2652.7,40633237.0,44556023.0,-3922786.0
2017-06-22 00:00:00,2649.5,2730.0,2589.0,2699.9,19863704.0,18642885.0,1220819.0
2017-06-23 00:00:00,2699.9,2744.1,2649.1,2678.9,14059628.0,16689791.0,-2630163.0
2017-06-24 00:00:00,2678.9,2717.9,2502.0,2559.5,31424088.0,34931284.0,-3507196.0
2017-06-25 00:00:00,2559.5,2635.2,2424.8,2507.9,33451555.0,34825584.0,-1374029.0
2017-06-26 00:00:00,2507.8,2549.0,2300.7,2420.1,54830339.0,56595471.0,-1765132.0
2017-06-27 00:00:00,2420.0,2549.0,2257.7,2541.6,51618699.0,52846474.0,-1227775.0
2017-06-28 00:00:00,2543.8,2594.5,2450.0,2558.3,29609596.0,28451142.0,1158454.0
2017-06-29 00:00:00,2558.2,2600.2,2505.7,2532.7,22212431.0,23019253.0,-806822.0
2017-06-30 00:00:00,2532.7,2556.4,2443.5,2453.4,19157069.0,19652700.0,-495631.0
2017-07-01 00:00:00,2453.4,2497.4,2390.0,2422.7,22798941.0,24593891.0,-1794950.0
2017-07-02 00:00:00,2423.1,2533.9,2371.3,2510.2,21750120.0,20195750.0,1554370.0
2017-07-03 00:00:00,2510.3,2599.7,2478.4,2540.5,23087167.0,20056765.0,3030402.0
2017-07-04 00:00:00,2540.4,2638.9,2540.1,2602.2,20806940.0,20084883.0,722057.0
2017-07-05 00:00:00,2602.0,2626.3,2532.3,2603.2,14927739.0,16841050.0,-1913311.0
2017-07-06 00:00:00,2603.2,2618.7,2563.0,2603.8,10287911.0,10820520.0,-532609.0
2017-07-07 00:00:00,2603.8,2608.0,2473.0,2505.1,22041643.0,25606302.0,-3564659.0
2017-07-08 00:00:00,2505.1,2558.0,2467.4,2554.4,18647227.0,17368121.0,1279106.0
2017-07-09 00:00:00,2554.0,2565.7,2498.3,2506.5,11880296.0,15096185.0,-3215889.0
2017-07-10 00:00:00,2506.6,2521.9,2271.0,2335.2,43765769.0,51050461.0,-7284692.0
2017-07-11 00:00:00,2335.2,2397.8,2241.9,2304.8,40173168.0,40890658.0,-717490.0
2017-07-12 00:00:00,2304.5,2408.4,2231.8,2386.8,41109611.0,38765014.0,2344597.0
2017-07-13 00:00:00,2386.9,2421.0,2310.6,2338.1,20326273.0,22239792.0,-1913519.0
2017-07-14 00:00:00,2338.1,2354.8,2135.5,2208.4,40472511.0,44663874.0,-4191363.0
